UID,Cruise,Ship,OrderOcc,TowType,TowNumber,SpeciesCode,SpeciesName,ITISTSN,Size,Count,Datetime,Lat,Lon,Line,Station,family,weight,nearest.CalCOFI.site,line.station,year,month,distance.from.dumpsite,estimated.depth.nearest.CalCOFI.site,Type,ENSO.general,mean.temp.top.210,mean.salinity.top.210
121,198502,M4,4,CB,1,292,Stenobrachius leucopsarus,162664,30.2,1,1985-02-19 17:48:00 -08:00,32.845,-117.533,93.3,30,Myctophidae,0.32,93.3 30,93.3 30,1985,2,127,846,WL,La.Nina,11.22,33.74
122,198502,M4,4,CB,1,292,Stenobrachius leucopsarus,162664,32.2,1,1985-02-19 17:48:00 -08:00,32.845,-117.533,93.3,30,Myctophidae,0.38,93.3 30,93.3 30,1985,2,127,846,WL,La.Nina,11.22,33.74
123,198502,M4,4,CB,1,292,Stenobrachius leucopsarus,162664,50.5,1,1985-02-19 17:48:00 -08:00,32.845,-117.533,93.3,30,Myctophidae,1.37,93.3 30,93.3 30,1985,2,127,846,WL,La.Nina,11.22,33.74
124,198502,M4,9,CB,1,292,Stenobrachius leucopsarus,162664,30.4,1,1985-02-21 16:10:00 -08:00,32.035,-119.237,93.3,55,Myctophidae,0.32,93.3 55,93.3 55,1985,2,202,1588,WL,La.Nina,10.94,33.78
125,198502,M4,14,CB,1,292,Stenobrachius leucopsarus,162664,20,2,1985-02-22 20:30:00 -08:00,30.502,-122.258,93.3,100,Myctophidae,0.1,93.3 100,93.3 100,1985,2,502,4132,WL,La.Nina,14.15,33.47
126,198502,M4,14,CB,1,292,Stenobrachius leucopsarus,162664,20,2,1985-02-22 20:30:00 -08:00,30.502,-122.258,93.3,100,Myctophidae,0.1,93.3 100,93.3 100,1985,2,502,4132,WL,La.Nina,14.15,33.47
127,198502,M4,27,CB,1,292,Stenobrachius leucopsarus,162664,40,1,1985-02-25 18:30:00 -08:00,33.253,-118.248,90,35,Myctophidae,0.7,90 35,90 35,1985,2,45,344,WL,La.Nina,11.2,33.73
128,198502,M4,27,CB,1,301,Triphoturus mexicanus,162766,27.3,1,1985-02-25 18:30:00 -08:00,33.253,-118.248,90,35,Myctophidae,0.24,90 35,90 35,1985,2,45,344,WL,La.Nina,11.2,33.73
129,198502,M4,28,CB,1,292,Stenobrachius leucopsarus,162664,32.1,1,1985-02-25 21:55:00 -08:00,33.418,-117.91,90,30,Myctophidae,0.38,90 30,90 30,1985,2,62,613,WL,La.Nina,10.89,33.77
130,198502,M4,28,CB,1,301,Triphoturus mexicanus,162766,21.6,1,1985-02-25 21:55:00 -08:00,33.418,-117.91,90,30,Myctophidae,0.12,90 30,90 30,1985,2,62,613,WL,La.Nina,10.89,33.77
131,198502,M4,29,CB,1,292,Stenobrachius leucopsarus,162664,31.8,1,1985-02-26 00:38:00 -08:00,33.477,-117.775,90,28,Myctophidae,0.37,90 28,90 28,1985,2,70,63,WL,La.Nina,11.6,33.68
132,198502,M4,35,CB,1,292,Stenobrachius leucopsarus,162664,28.7,1,1985-02-26 23:25:00 -08:00,32.993,-120.347,86.7,60,Myctophidae,0.27,86.7 60,86.7 60,1985,2,204,722,WL,La.Nina,10.73,33.64
133,198502,M4,35,CB,1,292,Stenobrachius leucopsarus,162664,29.5,1,1985-02-26 23:25:00 -08:00,32.993,-120.347,86.7,60,Myctophidae,0.3,86.7 60,86.7 60,1985,2,204,722,WL,La.Nina,10.73,33.64
134,198502,M4,35,CB,1,292,Stenobrachius leucopsarus,162664,31,1,1985-02-26 23:25:00 -08:00,32.993,-120.347,86.7,60,Myctophidae,0.34,86.7 60,86.7 60,1985,2,204,722,WL,La.Nina,10.73,33.64
135,198502,M4,35,CB,1,292,Stenobrachius leucopsarus,162664,32.5,1,1985-02-26 23:25:00 -08:00,32.993,-120.347,86.7,60,Myctophidae,0.39,86.7 60,86.7 60,1985,2,204,722,WL,La.Nina,10.73,33.64
136,198502,M4,35,CB,1,292,Stenobrachius leucopsarus,162664,40.9,1,1985-02-26 23:25:00 -08:00,32.993,-120.347,86.7,60,Myctophidae,0.75,86.7 60,86.7 60,1985,2,204,722,WL,La.Nina,10.73,33.64
137,198502,M4,47,CB,1,292,Stenobrachius leucopsarus,162664,28.7,1,1985-03-01 04:40:00 -08:00,33.815,-121.842,80,70,Myctophidae,0.27,80 70,80 70,1985,3,320,3631,WL,La.Nina,10.97,33.5
138,198502,M4,47,CB,1,292,Stenobrachius leucopsarus,162664,52.2,1,1985-03-01 04:40:00 -08:00,33.815,-121.842,80,70,Myctophidae,1.51,80 70,80 70,1985,3,320,3631,WL,La.Nina,10.97,33.5
139,198505,JD,73,CB,1,292,Stenobrachius leucopsarus,162664,39,1,1985-05-02 20:41:00 -08:00,32.178,-118.892,93.3,50,Myctophidae,0.66,93.3 50,93.3 50,1985,5,170,1452,WL,La.Nina,10.71,33.79
140,198505,JD,73,CB,1,292,Stenobrachius leucopsarus,162664,41,1,1985-05-02 20:41:00 -08:00,32.178,-118.892,93.3,50,Myctophidae,0.76,93.3 50,93.3 50,1985,5,170,1452,WL,La.Nina,10.71,33.79
141,198505,JD,73,CB,1,292,Stenobrachius leucopsarus,162664,41.5,1,1985-05-02 20:41:00 -08:00,32.178,-118.892,93.3,50,Myctophidae,0.78,93.3 50,93.3 50,1985,5,170,1452,WL,La.Nina,10.71,33.79
142,198505,JD,73,CB,1,292,Stenobrachius leucopsarus,162664,42,1,1985-05-02 20:41:00 -08:00,32.178,-118.892,93.3,50,Myctophidae,0.81,93.3 50,93.3 50,1985,5,170,1452,WL,La.Nina,10.71,33.79
143,198505,JD,73,CB,1,301,Triphoturus mexicanus,162766,30,1,1985-05-02 20:41:00 -08:00,32.178,-118.892,93.3,50,Myctophidae,0.31,93.3 50,93.3 50,1985,5,170,1452,WL,La.Nina,10.71,33.79
144,198505,JD,103,CB,1,260,Nannobrachium ritteri,623745,47.5,1,1985-05-06 02:51:00 -08:00,31.755,-121.317,90,80,Myctophidae,1.15,90 80,90 80,1985,5,353,3694,WL,La.Nina,12.13,33.44
145,198505,JD,103,CB,1,301,Triphoturus mexicanus,162766,31,1,1985-05-06 02:51:00 -08:00,31.755,-121.317,90,80,Myctophidae,0.34,90 80,90 80,1985,5,353,3694,WL,La.Nina,12.13,33.44
146,198505,JD,142,CB,1,292,Stenobrachius leucopsarus,162664,42,1,1985-05-07 18:04:00 -08:00,33.42,-117.907,90,30,Myctophidae,0.81,90 30,90 30,1985,5,62,613,WL,La.Nina,10.63,33.88
147,198505,JD,419,CB,1,292,Stenobrachius leucopsarus,162664,45,1,1985-05-16 18:55:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.99,80 60,80 60,1985,5,273,2204,WL,La.Nina,10.12,33.72
148,198505,JD,420,CB,1,292,Stenobrachius leucopsarus,162664,31.5,1,1985-05-17 00:01:00 -08:00,33.812,-121.842,80,70,Myctophidae,0.36,80 70,80 70,1985,5,320,3631,WL,La.Nina,11.48,33.49
149,198511,NH,6,CB,1,260,Nannobrachium ritteri,623745,26.1,1,1985-11-02 00:33:00 -08:00,32.515,-118.215,93.3,40,Myctophidae,0.21,93.3 40,93.3 40,1985,11,129,1627, ,Normal,NA,NA
150,198511,NH,6,CB,1,301,Triphoturus mexicanus,162766,23.6,1,1985-11-02 00:33:00 -08:00,32.515,-118.215,93.3,40,Myctophidae,0.16,93.3 40,93.3 40,1985,11,129,1627, ,Normal,NA,NA
151,198511,NH,11,CB,1,260,Nannobrachium ritteri,623745,35.8,1,1985-11-02 23:00:00 -08:00,31.513,-120.247,93.3,70,Myctophidae,0.51,93.3 70,93.3 70,1985,11,297,3931, ,Normal,NA,NA
152,198511,NH,36,CB,1,260,Nannobrachium ritteri,623745,34.5,1,1985-11-08 02:15:00 -08:00,32.992,-120.352,86.7,60,Myctophidae,0.46,86.7 60,86.7 60,1985,11,204,722, ,Normal,NA,NA
153,198511,NH,36,CB,1,260,Nannobrachium ritteri,623745,58,1,1985-11-08 02:15:00 -08:00,32.992,-120.352,86.7,60,Myctophidae,2.04,86.7 60,86.7 60,1985,11,204,722, ,Normal,NA,NA
154,198602,JD,3,CB,1,301,Triphoturus mexicanus,162766,27.5,1,1986-02-05 16:45:00 -08:00,32.88,-117.462,93.3,29,Myctophidae,0.24,93.3 28,93.3 29,1986,2,131,609, ,Normal,NA,NA
155,198602,JD,4,CB,1,301,Triphoturus mexicanus,162766,51,1,1986-02-05 18:57:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,1.41,93.3 30,93.3 30,1986,2,127,846, ,Normal,11.62,33.75
156,198602,JD,6,CB,1,301,Triphoturus mexicanus,162766,58.5,1,1986-02-06 02:38:00 -08:00,32.513,-118.213,93.3,40,Myctophidae,2.09,93.3 40,93.3 40,1986,2,129,1627, ,Normal,11.46,33.7
157,198602,JD,19,CB,1,301,Triphoturus mexicanus,162766,55,1,1986-02-09 19:40:00 -08:00,31.085,-122.662,90,100,Myctophidae,1.75,90 100,90 100,1986,2,513,3997, ,Normal,NA,NA
158,198602,JD,23,CB,1,292,Stenobrachius leucopsarus,162664,28,1,1986-02-13 04:00:00 -08:00,33.418,-117.903,90,30,Myctophidae,0.25,90 30,90 30,1986,2,62,613, ,Normal,11.36,33.74
159,198602,JD,23,CB,1,292,Stenobrachius leucopsarus,162664,33.5,1,1986-02-13 04:00:00 -08:00,33.418,-117.903,90,30,Myctophidae,0.42,90 30,90 30,1986,2,62,613, ,Normal,11.36,33.74
160,198602,JD,33,CB,1,301,Triphoturus mexicanus,162766,28,1,1986-02-15 03:02:00 -08:00,33.49,-119.318,86.7,45,Myctophidae,0.25,86.7 45,86.7 45,1986,2,84,1644, ,Normal,10.98,33.69
161,198602,JD,39,CB,1,292,Stenobrachius leucopsarus,162664,42.5,1,1986-02-15 22:20:00 -08:00,34.27,-119.938,82,46,Myctophidae,0.84,81.8 46.9,82 46,1986,2,169,578, ,Normal,NA,NA
162,198602,JD,39,CB,1,292,Stenobrachius leucopsarus,162664,51,1,1986-02-15 22:20:00 -08:00,34.27,-119.938,82,46,Myctophidae,1.41,81.8 46.9,82 46,1986,2,169,578, ,Normal,NA,NA
163,198602,JD,39,CB,1,292,Stenobrachius leucopsarus,162664,53.5,1,1986-02-15 22:20:00 -08:00,34.27,-119.938,82,46,Myctophidae,1.62,81.8 46.9,82 46,1986,2,169,578, ,Normal,NA,NA
164,198602,JD,39,CB,1,292,Stenobrachius leucopsarus,162664,55,1,1986-02-15 22:20:00 -08:00,34.27,-119.938,82,46,Myctophidae,1.75,81.8 46.9,82 46,1986,2,169,578, ,Normal,NA,NA
165,198602,JD,45,CB,1,260,Nannobrachium ritteri,623745,41.5,2,1986-02-17 02:34:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.78,80 55,80 55,1986,2,250,780, ,Normal,10.35,33.59
166,198602,JD,45,CB,1,260,Nannobrachium ritteri,623745,41.5,2,1986-02-17 02:34:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.78,80 55,80 55,1986,2,250,780, ,Normal,10.35,33.59
167,198602,JD,45,CB,1,260,Nannobrachium ritteri,623745,45,1,1986-02-17 02:34:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.99,80 55,80 55,1986,2,250,780, ,Normal,10.35,33.59
168,198605,JD,4,CB,1,292,Stenobrachius leucopsarus,162664,36.4,1,1986-05-09 19:23:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.54,93.3 30,93.3 30,1986,5,127,846, ,Normal,10.62,33.85
169,198605,JD,4,CB,1,292,Stenobrachius leucopsarus,162664,43,1,1986-05-09 19:23:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.87,93.3 30,93.3 30,1986,5,127,846, ,Normal,10.62,33.85
170,198605,JD,5,CB,1,301,Triphoturus mexicanus,162766,42,1,1986-05-09 23:18:00 -08:00,32.68,-117.873,93.3,35,Myctophidae,0.81,93.3 35,93.3 35,1986,5,122,616, ,Normal,10.69,33.81
171,198605,JD,10,CB,1,260,Nannobrachium ritteri,623745,45.7,1,1986-05-10 18:10:00 -08:00,31.847,-119.57,93.3,60,Myctophidae,1.03,93.3 60,93.3 60,1986,5,233,1899, ,Normal,11.53,33.6
172,198605,JD,45,CB,1,292,Stenobrachius leucopsarus,162664,31.8,1,1986-05-17 14:00:00 -08:00,34.283,-120.035,81.7,46.9,Myctophidae,0.37,81.8 46.9,81.7 46.9,1986,5,179,578, ,Normal,NA,NA
173,198605,JD,48,CB,1,292,Stenobrachius leucopsarus,162664,39.5,1,1986-05-18 01:44:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.68,80 60,80 60,1986,5,273,2204, ,Normal,9.32,33.83
174,198605,JD,48,CB,1,301,Triphoturus mexicanus,162766,36.8,1,1986-05-18 01:44:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.56,80 60,80 60,1986,5,273,2204, ,Normal,9.32,33.83
175,198609,NH,6,CB,1,260,Nannobrachium ritteri,623745,62,1,1986-09-19 01:56:00 -08:00,32.513,-118.213,93.3,40,Myctophidae,2.47,93.3 40,93.3 40,1986,9,129,1627,ME,El.Nino,11.92,33.64
176,198609,NH,28,CB,1,260,Nannobrachium ritteri,623745,27.5,1,1986-09-23 19:26:00 -08:00,32.92,-118.935,90,45,Myctophidae,0.24,90 45,90 45,1986,9,92,1695,ME,El.Nino,11.55,33.78
177,198609,NH,28,CB,1,301,Triphoturus mexicanus,162766,50,1,1986-09-23 19:26:00 -08:00,32.92,-118.935,90,45,Myctophidae,1.33,90 45,90 45,1986,9,92,1695,ME,El.Nino,11.55,33.78
178,198609,NH,29,CB,1,292,Stenobrachius leucopsarus,162664,50,1,1986-09-24 00:43:00 -08:00,33.187,-118.385,90,37,Myctophidae,1.33,90 37,90 37,1986,9,53,1177,ME,El.Nino,11.55,33.8
179,198609,NH,36,CB,1,260,Nannobrachium ritteri,623745,80.5,1,1986-09-24 23:16:00 -08:00,33.822,-118.63,86.7,35,Myctophidae,5.21,86.7 35,86.7 35,1986,9,32,662,ME,El.Nino,11.47,33.76
180,198609,NH,36,CB,1,292,Stenobrachius leucopsarus,162664,24,1,1986-09-24 23:16:00 -08:00,33.822,-118.63,86.7,35,Myctophidae,0.16,86.7 35,86.7 35,1986,9,32,662,ME,El.Nino,11.47,33.76
181,198609,NH,36,CB,1,301,Triphoturus mexicanus,162766,47,1,1986-09-24 23:16:00 -08:00,33.822,-118.63,86.7,35,Myctophidae,1.12,86.7 35,86.7 35,1986,9,32,662,ME,El.Nino,11.47,33.76
182,198609,NH,42,CB,1,292,Stenobrachius leucopsarus,162664,23.5,1,1986-09-25 17:25:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.15,86.7 55,86.7 55,1986,9,166,1201,ME,El.Nino,11.05,33.88
183,198609,NH,42,CB,1,292,Stenobrachius leucopsarus,162664,24,1,1986-09-25 17:25:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.16,86.7 55,86.7 55,1986,9,166,1201,ME,El.Nino,11.05,33.88
184,198609,NH,42,CB,1,292,Stenobrachius leucopsarus,162664,55,1,1986-09-25 17:25:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,1.75,86.7 55,86.7 55,1986,9,166,1201,ME,El.Nino,11.05,33.88
185,198609,NH,42,CB,1,301,Triphoturus mexicanus,162766,28.5,1,1986-09-25 17:25:00 -08:00,33.157,-120.005,86.7,55,Myctophidae,0.27,86.7 55,86.7 55,1986,9,166,1201,ME,El.Nino,11.05,33.88
186,198609,NH,43,CB,1,260,Nannobrachium ritteri,623745,56,1,1986-09-25 21:05:00 -08:00,32.99,-120.35,86.7,60,Myctophidae,1.85,86.7 60,86.7 60,1986,9,204,722,ME,El.Nino,11.1,33.7
187,198609,NH,44,CB,1,292,Stenobrachius leucopsarus,162664,25,1,1986-09-26 02:11:00 -08:00,32.658,-121.032,86.7,70,Myctophidae,0.18,86.7 70,86.7 70,1986,9,283,3771,ME,El.Nino,11.04,33.77
188,198609,NH,54,CB,1,260,Nannobrachium ritteri,623745,78.5,1,1986-09-27 22:34:00 -08:00,34.317,-120.8,80,55,Myctophidae,4.85,80 55,80 55,1986,9,250,780,ME,El.Nino,11.13,33.69
189,198609,NH,55,CB,1,260,Nannobrachium ritteri,623745,25.5,1,1986-09-28 02:41:00 -08:00,34.15,-121.15,80,60,Myctophidae,0.19,80 60,80 60,1986,9,273,2204,ME,El.Nino,11.28,33.57
190,198611,NH,14,CB,1,301,Triphoturus mexicanus,162766,56.5,1,1986-11-14 17:06:00 -08:00,30.18,-122.922,93.3,110,Myctophidae,1.89,93.3 110,93.3 110,1986,11,581,3868,ME,El.Nino,14.97,33.55
191,198611,NH,27,CB,1,292,Stenobrachius leucopsarus,162664,50.7,1,1986-11-17 17:36:00 -08:00,33.42,-117.905,90,30,Myctophidae,1.39,90 30,90 30,1986,11,62,613,ME,El.Nino,13.04,33.54
192,198611,NH,40,CB,1,260,Nannobrachium ritteri,623745,24,1,1986-11-19 17:48:00 -08:00,32.322,-121.713,86.7,80,Myctophidae,0.16,86.7 80,86.7 80,1986,11,364,4041,ME,El.Nino,11.75,33.55
193,198611,NH,58,CB,1,260,Nannobrachium ritteri,623745,38.5,1,1986-11-23 17:45:00 -08:00,33.815,-121.843,80,70,Myctophidae,0.63,80 70,80 70,1986,11,320,3631,ME,El.Nino,12.16,33.47
194,198611,NH,59,CB,1,260,Nannobrachium ritteri,623745,45.3,1,1986-11-24 00:15:00 -08:00,33.483,-122.535,80,80,Myctophidae,1.01,80 80,80 80,1986,11,385,4007,ME,El.Nino,11.62,33.37
195,198611,NH,59,CB,1,292,Stenobrachius leucopsarus,162664,62.3,1,1986-11-24 00:15:00 -08:00,33.483,-122.535,80,80,Myctophidae,2.5,80 80,80 80,1986,11,385,4007,ME,El.Nino,11.62,33.37
196,198701,JD,203,CB,1,292,Stenobrachius leucopsarus,162664,51,1,1987-01-11 20:30:00 -08:00,34.632,-120.978,78.3,54.5,Myctophidae,1.41,76.7 55,78.3 54.5,1987,1,282,562,ME,El.Nino,NA,NA
197,198701,JD,204,CB,1,292,Stenobrachius leucopsarus,162664,23.4,1,1987-01-12 07:55:00 -08:00,34.603,-121.043,78.3,55.5,Myctophidae,0.15,76.7 55,78.3 55.5,1987,1,286,562,ME,El.Nino,NA,NA
198,198701,JD,403,CB,1,292,Stenobrachius leucopsarus,162664,31.2,1,1987-02-05 14:48:00 -08:00,34.602,-120.957,78.5,54.5,Myctophidae,0.35,80 55,78.5 54.5,1987,2,278,780,ME,El.Nino,NA,NA
199,198703,JD,5,CB,1,260,Nannobrachium ritteri,623745,74.5,1,1987-03-03 02:25:00 -08:00,32.68,-117.877,93.3,35,Myctophidae,4.17,93.3 35,93.3 35,1987,3,122,616,ME,El.Nino,11.67,33.6
200,198703,JD,9,CB,1,301,Triphoturus mexicanus,162766,29.5,1,1987-03-03 18:45:00 -08:00,32.008,-119.233,93.3,55,Myctophidae,0.3,93.3 55,93.3 55,1987,3,202,1588,ME,El.Nino,11.33,33.65
201,198703,JD,10,CB,1,301,Triphoturus mexicanus,162766,23,1,1987-03-03 22:00:00 -08:00,31.847,-119.57,93.3,60,Myctophidae,0.14,93.3 60,93.3 60,1987,3,233,1899,ME,El.Nino,12.14,33.6
202,198703,JD,10,CB,1,301,Triphoturus mexicanus,162766,23.5,1,1987-03-03 22:00:00 -08:00,31.847,-119.57,93.3,60,Myctophidae,0.15,93.3 60,93.3 60,1987,3,233,1899,ME,El.Nino,12.14,33.6
203,198703,JD,10,CB,1,301,Triphoturus mexicanus,162766,65,1,1987-03-03 22:00:00 -08:00,31.847,-119.57,93.3,60,Myctophidae,2.83,93.3 60,93.3 60,1987,3,233,1899,ME,El.Nino,12.14,33.6
204,198703,JD,11,CB,1,301,Triphoturus mexicanus,162766,20.5,1,1987-03-04 03:46:00 -08:00,31.51,-120.247,93.3,70,Myctophidae,0.1,93.3 70,93.3 70,1987,3,297,3931,ME,El.Nino,12.98,33.49
205,198703,JD,11,CB,1,301,Triphoturus mexicanus,162766,32.5,1,1987-03-04 03:46:00 -08:00,31.51,-120.247,93.3,70,Myctophidae,0.39,93.3 70,93.3 70,1987,3,297,3931,ME,El.Nino,12.98,33.49
206,198703,JD,23,CB,1,301,Triphoturus mexicanus,162766,30.5,1,1987-03-07 02:17:00 -08:00,32.418,-119.962,90,60,Myctophidae,0.32,90 60,90 60,1987,3,193,880,ME,El.Nino,11.46,33.63
207,198703,JD,27,CB,1,301,Triphoturus mexicanus,162766,20,1,1987-03-07 18:50:00 -08:00,33.187,-118.388,90,37,Myctophidae,0.1,90 37,90 37,1987,3,53,1177,ME,El.Nino,11.84,33.66
208,198703,JD,27,CB,1,301,Triphoturus mexicanus,162766,26,1,1987-03-07 18:50:00 -08:00,33.187,-118.388,90,37,Myctophidae,0.21,90 37,90 37,1987,3,53,1177,ME,El.Nino,11.84,33.66
209,198703,JD,28,CB,1,301,Triphoturus mexicanus,162766,45,1,1987-03-07 21:48:00 -08:00,33.252,-118.25,90,35,Myctophidae,0.99,90 35,90 35,1987,3,45,344,ME,El.Nino,11.74,33.65
210,198703,JD,36,CB,1,260,Nannobrachium ritteri,623745,37.5,1,1987-03-09 01:16:00 -08:00,33.673,-118.94,86.7,39.5,Myctophidae,0.59,86.7 40,86.7 39.5,1987,3,47,737,ME,El.Nino,NA,NA
211,198703,JD,51,CB,1,260,Nannobrachium ritteri,623745,25,1,1987-03-11 22:10:00 -08:00,33.578,-120.755,83.3,60,Myctophidae,0.18,83.3 60,83.3 60,1987,3,214,1397,ME,El.Nino,11.12,33.62
212,198703,JD,51,CB,1,301,Triphoturus mexicanus,162766,22,1,1987-03-11 22:10:00 -08:00,33.578,-120.755,83.3,60,Myctophidae,0.13,83.3 60,83.3 60,1987,3,214,1397,ME,El.Nino,11.12,33.62
213,198703,JD,58,CB,1,292,Stenobrachius leucopsarus,162664,28,1,1987-03-13 01:31:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.25,80 55,80 55,1987,3,250,780,ME,El.Nino,10.59,33.75
214,198703,JD,58,CB,1,292,Stenobrachius leucopsarus,162664,36.5,1,1987-03-13 01:31:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.54,80 55,80 55,1987,3,250,780,ME,El.Nino,10.59,33.75
215,198703,JD,62,CB,1,260,Nannobrachium ritteri,623745,35,1,1987-03-13 23:07:00 -08:00,33.15,-123.222,80,90,Myctophidae,0.48,80 90,80 90,1987,3,466,4229,ME,El.Nino,11.64,33.37
216,198705,JD,37,CB,1,301,Triphoturus mexicanus,162766,33.4,1,1987-05-06 22:10:00 -08:00,33.49,-119.318,86.7,45,Myctophidae,0.42,86.7 45,86.7 45,1987,5,84,1644,ME,El.Nino,10.14,33.9
217,198705,JD,56,CB,1,292,Stenobrachius leucopsarus,162664,22.5,1,1987-05-10 17:24:00 -08:00,34.283,-120.033,81.8,46.9,Myctophidae,0.14,81.8 46.9,81.8 46.9,1987,5,176,578,ME,El.Nino,10.08,33.91
218,198705,JD,58,CB,1,260,Nannobrachium ritteri,623745,28,1,1987-05-11 01:04:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.25,80 55,80 55,1987,5,250,780,ME,El.Nino,10.33,33.88
219,198705,JD,58,CB,1,260,Nannobrachium ritteri,623745,36.5,1,1987-05-11 01:04:00 -08:00,34.317,-120.802,80,55,Myctophidae,0.54,80 55,80 55,1987,5,250,780,ME,El.Nino,10.33,33.88
220,198709,NH,3,CB,1,292,Stenobrachius leucopsarus,162664,26.5,1,1987-09-04 16:30:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.22,93.3 28,93.3 28,1987,9,135,609,SE,El.Nino,12.62,33.69
221,198709,NH,3,CB,1,301,Triphoturus mexicanus,162766,20,1,1987-09-04 16:30:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.1,93.3 28,93.3 28,1987,9,135,609,SE,El.Nino,12.62,33.69
222,198709,NH,3,CB,1,301,Triphoturus mexicanus,162766,21,1,1987-09-04 16:30:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.11,93.3 28,93.3 28,1987,9,135,609,SE,El.Nino,12.62,33.69
223,198709,NH,3,CB,1,301,Triphoturus mexicanus,162766,26.5,1,1987-09-04 16:30:00 -08:00,32.912,-117.395,93.3,28,Myctophidae,0.22,93.3 28,93.3 28,1987,9,135,609,SE,El.Nino,12.62,33.69
224,198709,NH,5,CB,1,292,Stenobrachius leucopsarus,162664,56.5,1,1987-09-04 23:42:00 -08:00,32.678,-117.877,93.3,35,Myctophidae,1.89,93.3 35,93.3 35,1987,9,122,616,SE,El.Nino,12.32,33.7
225,198709,NH,43,CB,1,292,Stenobrachius leucopsarus,162664,22.5,1,1987-09-12 17:05:00 -08:00,32.323,-121.717,86.7,80,Myctophidae,0.14,86.7 80,86.7 80,1987,9,364,4041,SE,El.Nino,12.61,33.34
226,198709,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,20.5,1,1987-09-14 17:12:00 -08:00,33.247,-121.442,83.3,70,Myctophidae,0.1,83.3 70,83.3 70,1987,9,295,3797,SE,El.Nino,12.39,33.54
227,198709,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,22,1,1987-09-14 17:12:00 -08:00,33.247,-121.442,83.3,70,Myctophidae,0.13,83.3 70,83.3 70,1987,9,295,3797,SE,El.Nino,12.39,33.54
228,198709,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,22.5,1,1987-09-14 17:12:00 -08:00,33.247,-121.442,83.3,70,Myctophidae,0.14,83.3 70,83.3 70,1987,9,295,3797,SE,El.Nino,12.39,33.54
229,198709,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,60,1,1987-09-14 17:12:00 -08:00,33.247,-121.442,83.3,70,Myctophidae,2.25,83.3 70,83.3 70,1987,9,295,3797,SE,El.Nino,12.39,33.54
230,198709,NH,52,CB,1,292,Stenobrachius leucopsarus,162664,21,1,1987-09-14 22:58:00 -08:00,33.578,-120.752,83.3,60,Myctophidae,0.11,83.3 60,83.3 60,1987,9,214,1397,SE,El.Nino,12.26,33.35
231,198709,NH,53,CB,1,260,Nannobrachium ritteri,623745,59,1,1987-09-15 02:54:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,2.14,83.3 55,83.3 55,1987,9,185,999,SE,El.Nino,11.29,33.9
232,198709,NH,53,CB,1,292,Stenobrachius leucopsarus,162664,21,2,1987-09-15 02:54:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.11,83.3 55,83.3 55,1987,9,185,999,SE,El.Nino,11.29,33.9
233,198709,NH,53,CB,1,292,Stenobrachius leucopsarus,162664,21,2,1987-09-15 02:54:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.11,83.3 55,83.3 55,1987,9,185,999,SE,El.Nino,11.29,33.9
234,198709,NH,53,CB,1,301,Triphoturus mexicanus,162766,46,1,1987-09-15 02:54:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,1.05,83.3 55,83.3 55,1987,9,185,999,SE,El.Nino,11.29,33.9
235,198709,NH,59,CB,1,260,Nannobrachium ritteri,623745,23,1,1987-09-16 01:20:00 -08:00,34.315,-120.803,80,55,Myctophidae,0.14,80 55,80 55,1987,9,250,780,SE,El.Nino,11.94,33.71
236,198709,NH,59,CB,1,260,Nannobrachium ritteri,623745,62,1,1987-09-16 01:20:00 -08:00,34.315,-120.803,80,55,Myctophidae,2.47,80 55,80 55,1987,9,250,780,SE,El.Nino,11.94,33.71
237,198709,NH,59,CB,1,292,Stenobrachius leucopsarus,162664,25,1,1987-09-16 01:20:00 -08:00,34.315,-120.803,80,55,Myctophidae,0.18,80 55,80 55,1987,9,250,780,SE,El.Nino,11.94,33.71
